mkdir: cannot create directory `/scratch/077-hpca4se-bioinf/jlenis/results/GEM-Scalability': File exists
> Benchmarks for GEM3 : gcat_set_039_1
catwoman
#################################################################
# Warm up - 64 threads - T1
#################################################################
WarmUp.2595810.GEM-Scalability.catwoman.t64
2016/9/28 07:55:06 -- [Opening input file '/tmp/data/datasets/gcat_set_039_1.fastq']
2016/9/28 07:55:06 -- [Outputting to '/scratch/077-hpca4se-bioinf/jlenis/results/GEM-Scalability/WarmUp.2595810.GEM-Scalability.catwoman.t64.sam']
2016/9/28 07:55:06 -- [Loading GEM index '/tmp/data/indexes/HG_index_GEM/index.gem']
2016/9/28 07:56:01 -- [SE::Mapping Sequences]
2016/9/28 07:56:11 -- # 100000 sequences processed
2016/9/28 07:56:11 -- # 200000 sequences processed
2016/9/28 07:56:11 -- # 300000 sequences processed
2016/9/28 07:56:11 -- # 400000 sequences processed
2016/9/28 07:56:12 -- # 500000 sequences processed
2016/9/28 07:56:12 -- # 600000 sequences processed
2016/9/28 07:56:12 -- # 700000 sequences processed
2016/9/28 07:56:12 -- # 800000 sequences processed
2016/9/28 07:56:12 -- # 900000 sequences processed
2016/9/28 07:56:12 -- # 1000000 sequences processed
2016/9/28 07:56:12 -- # 1100000 sequences processed
2016/9/28 07:56:12 -- # 1200000 sequences processed
2016/9/28 07:56:12 -- # 1300000 sequences processed
2016/9/28 07:56:12 -- # 1400000 sequences processed
2016/9/28 07:56:12 -- # 1500000 sequences processed
2016/9/28 07:56:13 -- # 1600000 sequences processed
2016/9/28 07:56:13 -- # 1700000 sequences processed
2016/9/28 07:56:13 -- # 1800000 sequences processed
2016/9/28 07:56:13 -- # 1900000 sequences processed
2016/9/28 07:56:13 -- # 2000000 sequences processed
2016/9/28 07:56:13 -- # 2100000 sequences processed
2016/9/28 07:56:13 -- # 2200000 sequences processed
2016/9/28 07:56:13 -- # 2300000 sequences processed
2016/9/28 07:56:13 -- # 2400000 sequences processed
2016/9/28 07:56:14 -- # 2500000 sequences processed
2016/9/28 07:56:14 -- # 2600000 sequences processed
2016/9/28 07:56:14 -- # 2700000 sequences processed
2016/9/28 07:56:14 -- # 2800000 sequences processed
2016/9/28 07:56:14 -- # 2900000 sequences processed
2016/9/28 07:56:14 -- # 3000000 sequences processed
2016/9/28 07:56:14 -- # 3100000 sequences processed
2016/9/28 07:56:14 -- # 3200000 sequences processed
2016/9/28 07:56:14 -- # 3300000 sequences processed
2016/9/28 07:56:14 -- # 3400000 sequences processed
2016/9/28 07:56:14 -- # 3500000 sequences processed
2016/9/28 07:56:14 -- # 3600000 sequences processed
2016/9/28 07:56:14 -- # 3700000 sequences processed
2016/9/28 07:56:14 -- # 3800000 sequences processed
2016/9/28 07:56:15 -- # 3900000 sequences processed
2016/9/28 07:56:15 -- # 4000000 sequences processed
2016/9/28 07:56:18 -- # 4100000 sequences processed
2016/9/28 07:56:18 -- # 4200000 sequences processed
2016/9/28 07:56:18 -- # 4300000 sequences processed
2016/9/28 07:56:18 -- # 4400000 sequences processed
2016/9/28 07:56:18 -- # 4500000 sequences processed
2016/9/28 07:56:18 -- # 4600000 sequences processed
2016/9/28 07:56:19 -- # 4700000 sequences processed
2016/9/28 07:56:19 -- # 4800000 sequences processed
2016/9/28 07:56:19 -- # 4900000 sequences processed
2016/9/28 07:56:19 -- # 5000000 sequences processed
2016/9/28 07:56:19 -- # 5100000 sequences processed
2016/9/28 07:56:19 -- # 5200000 sequences processed
2016/9/28 07:56:19 -- # 5300000 sequences processed
2016/9/28 07:56:19 -- # 5400000 sequences processed
2016/9/28 07:56:19 -- # 5500000 sequences processed
2016/9/28 07:56:19 -- # 5600000 sequences processed
2016/9/28 07:56:20 -- # 5700000 sequences processed
2016/9/28 07:56:20 -- # 5800000 sequences processed
2016/9/28 07:56:20 -- # 5900000 sequences processed
2016/9/28 07:56:20 -- # 6000000 sequences processed
2016/9/28 07:56:20 -- # 6100000 sequences processed
2016/9/28 07:56:20 -- # 6200000 sequences processed
2016/9/28 07:56:20 -- # 6300000 sequences processed
2016/9/28 07:56:20 -- # 6400000 sequences processed
2016/9/28 07:56:20 -- # 6500000 sequences processed
2016/9/28 07:56:21 -- # 6600000 sequences processed
2016/9/28 07:56:21 -- # 6700000 sequences processed
2016/9/28 07:56:21 -- # 6800000 sequences processed
2016/9/28 07:56:21 -- # 6900000 sequences processed
2016/9/28 07:56:21 -- # 7000000 sequences processed
2016/9/28 07:56:21 -- # 7100000 sequences processed
2016/9/28 07:56:22 -- # 7200000 sequences processed
2016/9/28 07:56:22 -- # 7300000 sequences processed
2016/9/28 07:56:22 -- # 7400000 sequences processed
2016/9/28 07:56:22 -- # 7500000 sequences processed
2016/9/28 07:56:22 -- # 7600000 sequences processed
2016/9/28 07:56:22 -- # 7700000 sequences processed
2016/9/28 07:56:23 -- # 7800000 sequences processed
2016/9/28 07:56:23 -- # 7900000 sequences processed
2016/9/28 07:56:23 -- # 8000000 sequences processed
2016/9/28 07:56:23 -- # 8100000 sequences processed
2016/9/28 07:56:23 -- # 8200000 sequences processed
2016/9/28 07:56:23 -- # 8300000 sequences processed
2016/9/28 07:56:23 -- # 8400000 sequences processed
2016/9/28 07:56:23 -- # 8500000 sequences processed
2016/9/28 07:56:23 -- # 8600000 sequences processed
2016/9/28 07:56:23 -- # 8700000 sequences processed
2016/9/28 07:56:24 -- # 8800000 sequences processed
2016/9/28 07:56:24 -- # 8900000 sequences processed
2016/9/28 07:56:25 -- # 9000000 sequences processed
2016/9/28 07:56:25 -- # 9100000 sequences processed
2016/9/28 07:56:25 -- # 9200000 sequences processed
2016/9/28 07:56:25 -- # 9300000 sequences processed
2016/9/28 07:56:25 -- # 9400000 sequences processed
2016/9/28 07:56:25 -- # 9500000 sequences processed
2016/9/28 07:56:25 -- # 9600000 sequences processed
2016/9/28 07:56:25 -- # 9700000 sequences processed
2016/9/28 07:56:25 -- # 9800000 sequences processed
