mkdir: cannot create directory `/scratch/077-hpca4se-bioinf/jlenis/results/GEM-Interleave': File exists
> Benchmarks for GEM3 : gcat_set_039_1
penguin
#################################################################
# Warm up - 64 threads - T1
#################################################################
WarmUp.2595658.GEM-Interleave.penguin.t64
2016/9/29 18:04:27 -- [Opening input file '/tmp/data/datasets/gcat_set_039_1.fastq']
2016/9/29 18:04:27 -- [Outputting to '/scratch/077-hpca4se-bioinf/jlenis/results/GEM-Interleave/WarmUp.2595658.GEM-Interleave.penguin.t64.sam']
2016/9/29 18:04:27 -- [Loading GEM index '/tmp/data/indexes/HG_index_GEM/index.gem']
2016/9/29 18:04:45 -- [SE::Mapping Sequences]
2016/9/29 18:04:57 -- # 100000 sequences processed
2016/9/29 18:04:57 -- # 200000 sequences processed
2016/9/29 18:04:58 -- # 300000 sequences processed
2016/9/29 18:04:59 -- # 400000 sequences processed
2016/9/29 18:04:59 -- # 500000 sequences processed
2016/9/29 18:04:59 -- # 600000 sequences processed
2016/9/29 18:04:59 -- # 700000 sequences processed
2016/9/29 18:04:59 -- # 800000 sequences processed
2016/9/29 18:04:59 -- # 900000 sequences processed
2016/9/29 18:04:59 -- # 1000000 sequences processed
2016/9/29 18:04:59 -- # 1100000 sequences processed
2016/9/29 18:04:59 -- # 1200000 sequences processed
2016/9/29 18:04:59 -- # 1300000 sequences processed
2016/9/29 18:05:00 -- # 1400000 sequences processed
2016/9/29 18:05:00 -- # 1500000 sequences processed
2016/9/29 18:05:00 -- # 1600000 sequences processed
2016/9/29 18:05:00 -- # 1700000 sequences processed
2016/9/29 18:05:01 -- # 1800000 sequences processed
2016/9/29 18:05:01 -- # 1900000 sequences processed
2016/9/29 18:05:01 -- # 2000000 sequences processed
2016/9/29 18:05:01 -- # 2100000 sequences processed
2016/9/29 18:05:01 -- # 2200000 sequences processed
2016/9/29 18:05:01 -- # 2300000 sequences processed
2016/9/29 18:05:01 -- # 2400000 sequences processed
2016/9/29 18:05:01 -- # 2500000 sequences processed
2016/9/29 18:05:01 -- # 2600000 sequences processed
2016/9/29 18:05:01 -- # 2700000 sequences processed
2016/9/29 18:05:01 -- # 2800000 sequences processed
2016/9/29 18:05:01 -- # 2900000 sequences processed
2016/9/29 18:05:01 -- # 3000000 sequences processed
2016/9/29 18:05:01 -- # 3100000 sequences processed
2016/9/29 18:05:01 -- # 3200000 sequences processed
2016/9/29 18:05:01 -- # 3300000 sequences processed
2016/9/29 18:05:01 -- # 3400000 sequences processed
2016/9/29 18:05:01 -- # 3500000 sequences processed
2016/9/29 18:05:01 -- # 3600000 sequences processed
2016/9/29 18:05:01 -- # 3700000 sequences processed
2016/9/29 18:05:01 -- # 3800000 sequences processed
2016/9/29 18:05:01 -- # 3900000 sequences processed
2016/9/29 18:05:01 -- # 4000000 sequences processed
2016/9/29 18:05:01 -- # 4100000 sequences processed
2016/9/29 18:05:01 -- # 4200000 sequences processed
2016/9/29 18:05:01 -- # 4300000 sequences processed
2016/9/29 18:05:01 -- # 4400000 sequences processed
2016/9/29 18:05:01 -- # 4500000 sequences processed
2016/9/29 18:05:01 -- # 4600000 sequences processed
2016/9/29 18:05:01 -- # 4700000 sequences processed
2016/9/29 18:05:01 -- # 4800000 sequences processed
2016/9/29 18:05:01 -- # 4900000 sequences processed
2016/9/29 18:05:01 -- # 5000000 sequences processed
2016/9/29 18:05:01 -- # 5100000 sequences processed
2016/9/29 18:05:01 -- # 5200000 sequences processed
2016/9/29 18:05:02 -- # 5300000 sequences processed
2016/9/29 18:05:02 -- # 5400000 sequences processed
2016/9/29 18:05:02 -- # 5500000 sequences processed
2016/9/29 18:05:02 -- # 5600000 sequences processed
2016/9/29 18:05:02 -- # 5700000 sequences processed
2016/9/29 18:05:02 -- # 5800000 sequences processed
2016/9/29 18:05:03 -- # 5900000 sequences processed
2016/9/29 18:05:03 -- # 6000000 sequences processed
2016/9/29 18:05:03 -- # 6100000 sequences processed
2016/9/29 18:05:04 -- # 6200000 sequences processed
2016/9/29 18:05:04 -- # 6300000 sequences processed
2016/9/29 18:05:05 -- # 6400000 sequences processed
2016/9/29 18:05:06 -- # 6500000 sequences processed
2016/9/29 18:05:07 -- # 6600000 sequences processed
2016/9/29 18:05:07 -- # 6700000 sequences processed
2016/9/29 18:05:08 -- # 6800000 sequences processed
2016/9/29 18:05:08 -- # 6900000 sequences processed
2016/9/29 18:05:08 -- # 7000000 sequences processed
2016/9/29 18:05:08 -- # 7100000 sequences processed
2016/9/29 18:05:08 -- # 7200000 sequences processed
2016/9/29 18:05:09 -- # 7300000 sequences processed
2016/9/29 18:05:09 -- # 7400000 sequences processed
2016/9/29 18:05:09 -- # 7500000 sequences processed
2016/9/29 18:05:09 -- # 7600000 sequences processed
2016/9/29 18:05:09 -- # 7700000 sequences processed
2016/9/29 18:05:09 -- # 7800000 sequences processed
2016/9/29 18:05:09 -- # 7900000 sequences processed
2016/9/29 18:05:10 -- # 8000000 sequences processed
2016/9/29 18:05:10 -- # 8100000 sequences processed
2016/9/29 18:05:10 -- # 8200000 sequences processed
2016/9/29 18:05:10 -- # 8300000 sequences processed
2016/9/29 18:05:10 -- # 8400000 sequences processed
2016/9/29 18:05:10 -- # 8500000 sequences processed
2016/9/29 18:05:10 -- # 8600000 sequences processed
2016/9/29 18:05:10 -- # 8700000 sequences processed
2016/9/29 18:05:10 -- # 8800000 sequences processed
2016/9/29 18:05:10 -- # 8900000 sequences processed
2016/9/29 18:05:10 -- # 9000000 sequences processed
2016/9/29 18:05:10 -- # 9100000 sequences processed
2016/9/29 18:05:10 -- # 9200000 sequences processed
2016/9/29 18:05:10 -- # 9300000 sequences processed
2016/9/29 18:05:10 -- # 9400000 sequences processed
2016/9/29 18:05:10 -- # 9500000 sequences processed
2016/9/29 18:05:10 -- # 9600000 sequences processed
2016/9/29 18:05:10 -- # 9700000 sequences processed
2016/9/29 18:05:10 -- # 9800000 sequences processed
2016/9/29 18:05:10 -- # 9900000 sequences processed
2016/9/29 18:05:10 -- # 10000000 sequences processed
2016/9/29 18:05:10 -- # 10100000 sequences processed
2016/9/29 18:05:10 -- # 10200000 sequences processed
2016/9/29 18:05:10 -- # 10300000 sequences processed
2016/9/29 18:05:10 -- # 10400000 sequences processed
2016/9/29 18:05:10 -- # 10500000 sequences processed
2016/9/29 18:05:10 -- # 10600000 sequences processed
2016/9/29 18:05:10 -- # 10700000 sequences processed
2016/9/29 18:05:10 -- # 10800000 sequences processed
2016/9/29 18:05:10 -- # 10900000 sequences processed
2016/9/29 18:05:10 -- # 11000000 sequences processed
2016/9/29 18:05:10 -- # 11100000 sequences processed
2016/9/29 18:05:11 -- # 11200000 sequences processed
2016/9/29 18:05:11 -- # 11300000 sequences processed
2016/9/29 18:05:11 -- # 11400000 sequences processed
2016/9/29 18:05:11 -- # 11500000 sequences processed
2016/9/29 18:05:11 -- # 11600000 sequences processed
2016/9/29 18:05:11 -- # 11700000 sequences processed
2016/9/29 18:05:11 -- # 11800000 sequences processed
2016/9/29 18:05:12 -- # 11900000 sequences processed
2016/9/29 18:05:12 -- Total 11945249 sequences processed... done
2016/9/29 18:05:12 -- [GEMMapper terminated successfully in 27s. (+17s. loading)]

#################################################################
# Test multi-threading - 8 threads - T2
#################################################################
2595658.GEM-Interleave.penguin.t8
2016/9/29 18:05:12 -- [Opening input file '/tmp/data/datasets/gcat_set_039_1.fastq']
2016/9/29 18:05:12 -- [Outputting to '/scratch/077-hpca4se-bioinf/jlenis/results/GEM-Interleave/2595658.GEM-Interleave.penguin.t8.sam']
2016/9/29 18:05:12 -- [Loading GEM index '/tmp/data/indexes/HG_index_GEM/index.gem']
2016/9/29 18:05:22 -- [SE::Mapping Sequences]
2016/9/29 18:05:30 -- # 100000 sequences processed
2016/9/29 18:05:30 -- # 200000 sequences processed
2016/9/29 18:05:30 -- # 300000 sequences processed
2016/9/29 18:05:30 -- # 400000 sequences processed
2016/9/29 18:05:30 -- # 500000 sequences processed
2016/9/29 18:05:30 -- # 600000 sequences processed
2016/9/29 18:05:30 -- # 700000 sequences processed
2016/9/29 18:05:30 -- # 800000 sequences processed
2016/9/29 18:05:35 -- # 900000 sequences processed
2016/9/29 18:05:35 -- # 1000000 sequences processed
2016/9/29 18:05:35 -- # 1100000 sequences processed
2016/9/29 18:05:36 -- # 1200000 sequences processed
2016/9/29 18:05:36 -- # 1300000 sequences processed
2016/9/29 18:05:36 -- # 1400000 sequences processed
2016/9/29 18:05:36 -- # 1500000 sequences processed
2016/9/29 18:05:36 -- # 1600000 sequences processed
2016/9/29 18:05:41 -- # 1700000 sequences processed
2016/9/29 18:05:41 -- # 1800000 sequences processed
2016/9/29 18:05:41 -- # 1900000 sequences processed
2016/9/29 18:05:41 -- # 2000000 sequences processed
2016/9/29 18:05:41 -- # 2100000 sequences processed
2016/9/29 18:05:41 -- # 2200000 sequences processed
2016/9/29 18:05:41 -- # 2300000 sequences processed
2016/9/29 18:05:42 -- # 2400000 sequences processed
2016/9/29 18:05:47 -- # 2500000 sequences processed
2016/9/29 18:05:47 -- # 2600000 sequences processed
2016/9/29 18:05:47 -- # 2700000 sequences processed
2016/9/29 18:05:47 -- # 2800000 sequences processed
